Company Name,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose materially important Scope 3 emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q14L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company disclose an internal price of carbon?,Q18L4|Does the company disclose the actions necessary to meet its emissions-reduction targets?,Q19L5|Does the company quantify the key elements of its emissions reduction strategy and the proportional impact of each action in achieving its targets?,Q20L5|Does the company's transition plan clarify the role that will be played by offsets and/or negative emissions technologies?,Q21L5|Does the company commit to phasing out capital expenditure on carbon intensive assets or products?,Q22L5|Does the company align future capital expenditures with its long-term decarbonisation goals and disclose how the alignment is determined?,Q23L5|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?
Mitsui Chemicals,Japan,JPN,Chemicals,No,medium,JP3888300005,6597368,01/11/2023,07/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Mitsui Fudosan,Japan,JPN,Financials,No,large,JP3893200000,6597603,01/12/2024,30/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
Mitsui Mining & Smelting,Japan,JPN,Diversified Mining,No,medium,JP3888400003,6597346,01/12/2024,26/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
Mitsui Mining & Smelting,Japan,JPN,Diversified Mining,No,medium,JP3888400003,6597346,01/11/2023,05/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
Mizuho Financial Group,Japan,JPN,Financials,No,large,JP3885780001,6591014,01/12/2024,05/06/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No
Mobile Telecommunications Co KSC,Kuwait,KWT,Telecommunications,No,medium,KW0EQ0601058,6600084,01/12/2024,16/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,Yes,No,No,No,No,No,No
Moderna,United States of America,USA,Health Care,No,large,US60770K1079,BGSXTS3,01/12/2024,20/03/2024,1,new,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Mohawk Industries,United States of America,USA,Industrials,No,medium,US6081901042,2598699,01/12/2024,18/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,No,Yes,No,No,No,No,No,No,No,No
Mohawk Industries,United States of America,USA,Industrials,No,medium,US6081901042,2598699,01/11/2023,13/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,Yes,No,Yes,No,No,No,No,No,No,No,No
Molson Coors,United States of America,USA,Consumer Goods,No,medium,US60871R2094,B067BM3,01/12/2024,05/03/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
Molson Coors,United States of America,USA,Consumer Goods,No,medium,US60871R2094,B067BM3,01/11/2023,04/05/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,No,No,No,No,No
Mondelez,United States of America,USA,Food Producers,No,large,US6092071058,B8CKK03,01/12/2024,05/04/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Mondelez,United States of America,USA,Food Producers,No,large,US6092071058,B8CKK03,01/11/2023,26/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Mondi,United Kingdom,GBR,Paper,No,medium,GB00B1CRLC47,B1CRLC4;B1YCDP4,01/12/2024,05/03/2024,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
Mondi,United Kingdom,GBR,Paper,No,medium,GB00B1CRLC47,B1CRLC4;B1YCDP4,01/11/2023,21/03/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Morgan Stanley,United States of America,USA,Financials,No,large,US6174464486,2262314,01/12/2024,05/03/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Mosaic Company,United States of America,USA,Chemicals,No,small,US61945C1036,B3NPHP6,01/12/2024,05/04/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Mosaic Company,United States of America,USA,Chemicals,No,small,US61945C1036,B3NPHP6,01/11/2023,19/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Motorola Solutions,United States of America,USA,Technology,No,large,US6200763075,B5BKPQ4,01/12/2024,30/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
Mowi,Norway,NOR,Food Producers,No,medium,NO0003054108,B02L486,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
Mowi,Norway,NOR,Food Producers,No,medium,NO0003054108,B02L486,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
Muda,Malaysia,MYS,Paper,No,small,MYL3883OO005,6609230,01/12/2024,30/04/2024,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Muda,Malaysia,MYS,Paper,No,small,MYL3883OO005,6609230,01/11/2023,17/04/2023,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Muenchener Rueckversicherungs Reg,Germany,DEU,Financials,No,large,DE0008430026,5294121,01/12/2024,05/03/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No
Murata Manufacturing,Japan,JPN,Industrials,No,large,JP3914400001,6610403,01/12/2024,26/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes
Murata Manufacturing,Japan,JPN,Industrials,No,large,JP3914400001,6610403,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Murphy Oil,United States of America,USA,Oil & Gas,No,small,US6267171022,2611206,01/12/2024,30/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
Murphy Oil,United States of America,USA,Oil & Gas,No,small,US6267171022,2611206,01/11/2023,17/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
Murphy USA,United States of America,USA,Consumer Services,No,small,US6267551025,BCZWJ63,01/12/2024,25/03/2024,1,new,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Muyuan Foodstuff,China,CHN,Food Producers,No,large,CNE100001RQ3,BJ0JR20,01/12/2024,29/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
Mytilineos,Greece,GRC,Aluminium,No,medium,GRS393503008,5898664,01/12/2024,25/04/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No
Mytilineos,Greece,GRC,Aluminium,No,medium,GRS393503008,5898664,01/11/2023,02/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
NARI Technology Development,China,CHN,Industrials,No,large,CNE000001G38,6695228,01/12/2024,26/04/2024,2,new,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
NAVER,South Korea,KOR,Technology,No,large,KR7035420009,6560393,01/12/2024,26/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
NEC,Japan,JPN,Technology,No,large,JP3733000008,6640400,01/12/2024,05/01/2024,5,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
NGK Insulators,Japan,JPN,Industrials,No,medium,JP3695200000,6619507,01/12/2024,05/01/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
NH Foods,Japan,JPN,Food Producers,No,medium,JP3743000006,6640767,01/12/2024,05/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
NH Foods,Japan,JPN,Food Producers,No,medium,JP3743000006,6640767,01/11/2023,04/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
NHPC,India,IND,Electricity Utilities,No,medium,INE848E01016,B233LP1,01/12/2024,30/04/2024,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
NHPC,India,IND,Electricity Utilities,No,medium,INE848E01016,B233LP1,01/11/2023,26/04/2023,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
NIO,China,CHN,Autos,No,large,US62914V1061,BFZX9H8,01/12/2024,25/04/2024,2,unchanged,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
NIO,China,CHN,Autos,No,large,US62914V1061,BFZX9H8,01/11/2023,17/04/2023,2,unchanged,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
NMDC,India,IND,Steel,No,medium,INE584A01023,6148119,01/12/2024,05/03/2024,2,unchanged,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,Yes,No,No,No,No,No,No,No
NMDC,India,IND,Steel,No,medium,INE584A01023,6148119,01/11/2023,17/04/2023,2,new,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
NOF Corporation,Japan,JPN,Chemicals,No,medium,JP3753400005,6640488,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
NOF Corporation,Japan,JPN,Chemicals,No,medium,JP3753400005,6640488,01/11/2023,26/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No
NOV,United States of America,USA,Oil & Gas (Other),No,small,US62955J1034,BN2RYW9,01/12/2024,30/04/2024,2,new,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
NRG Energy,United States of America,USA,Electricity Utilities,Yes,medium,US6293775085,2212922,01/12/2024,05/04/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
NRG Energy,United States of America,USA,Electricity Utilities,Yes,medium,US6293775085,2212922,01/11/2023,15/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No
NS United Kaiun Kaisha,Japan,JPN,Shipping,No,small,JP3385000009,6805005,01/12/2024,26/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
NS United Kaiun Kaisha,Japan,JPN,Shipping,No,small,JP3385000009,6805005,01/11/2023,10/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
NSK,Japan,JPN,Steel,No,medium,JP3720800006,6641544,01/12/2024,26/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
NSK,Japan,JPN,Steel,No,medium,JP3720800006,6641544,01/11/2023,23/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
NTPC,India,IND,Electricity Utilities,Yes,large,INE733E01010,B037HF1,01/12/2024,05/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
NTPC,India,IND,Electricity Utilities,Yes,large,INE733E01010,B037HF1,01/11/2023,27/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
NTT Data,Japan,JPN,Technology,No,large,JP3165700000,6125639,01/12/2024,26/04/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
NVR,United States of America,USA,Consumer Goods,No,medium,US62944T1051,2637785,01/12/2024,05/02/2024,2,new,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
NXP Semiconductors,United States of America,USA,Technology,No,large,NL0009538784,B505PN7,01/12/2024,05/02/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,No,No,No,Yes,No,No,No,No,No
NXP Semiconductors,United States of America,USA,Technology,No,large,NL0009538784,B505PN7,01/11/2023,17/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Not Applicable,Yes,No,No,No,No,Yes,No,No,No,No,No
NYK Line,Japan,JPN,Shipping,No,large,JP3753000003,6643960,01/12/2024,05/04/2024,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
NYK Line,Japan,JPN,Shipping,No,large,JP3753000003,6643960,01/11/2023,04/05/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Nakilat,Qatar,QAT,Shipping,No,medium,QA000A0KD6L1,B0MLBC9,01/12/2024,30/04/2024,1,unchanged,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Nakilat,Qatar,QAT,Shipping,No,medium,QA000A0KD6L1,B0MLBC9,01/11/2023,31/03/2023,1,unchanged,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Nan Ya Plastics,Taiwan,TWN,Chemicals,No,large,TW0001303006,6621580,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Nan Ya Plastics,Taiwan,TWN,Chemicals,No,large,TW0001303006,6621580,01/11/2023,10/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Nanjing Iron & Steel,China,CHN,Steel,No,large,CNE0000014Q9,6286934,01/12/2024,05/02/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Naspers,South Africa,ZAF,Technology,No,large,ZAE000015889,#N/A,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
National Australia Bank,Australia,AUS,Financials,No,large,AU000000NAB4,6624608,01/12/2024,05/01/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
National Grid,United Kingdom,GBR,Electricity Utilities,Yes,large,GB00BDR05C01,BDR05C0,01/12/2024,05/03/2024,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
National Grid,United Kingdom,GBR,Electricity Utilities,Yes,large,GB00BDR05C01,BDR05C0,01/11/2023,05/05/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
